concat_key,platform,bp_segment,solution,product,entity,year,share_rate
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 03,Legal Entity 2,2025,0.0516941329997113
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 03,Legal Entity 2,2026,0.0517555016548649
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 03,Legal Entity 2,2027,0.0517555016548649
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Leeds SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Leeds Solution,Product 03,Legal Entity 2,2028,0.0517555016548649
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 03,Legal Entity 2,2025,0.00306480665399022
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 03,Legal Entity 2,2026,0.00301324546057091
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 03,Legal Entity 2,2027,0.00301324546057091
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionAdmin onlyCoreLegal Entity 2,Platform 1,Segment One,Southampton Solution,Product 03,Legal Entity 2,2028,0.00301324546057091
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 2,2025,0.00468353771433767
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 2,2026,0.00468014057824151
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 2,2027,0.00468014057824151
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 2,2028,0.00468014057824151
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 1,2025,0.0166415543612469
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 1,2026,0.0166294836513551
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 1,2027,0.0166294836513551
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Cardiff SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Cardiff Solution,Product 03,Legal Entity 1,2028,0.0166294836513551
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 2,2025,0.0341052685046862
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 2,2026,0.034128741310922
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 2,2027,0.034128741310922
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 2,2028,0.034128741310922
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 1,2025,0.0345596270091135
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 1,2026,0.0345834125256607
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 1,2027,0.0345834125256607
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Glasgow SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Glasgow Solution,Product 03,Legal Entity 1,2028,0.0345834125256607
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 03,Legal Entity 2,2025,0.0239983066453651
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 03,Legal Entity 2,2026,0.0240178566642729
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 03,Legal Entity 2,2027,0.0240178566642729
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Newcastle SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Newcastle Solution,Product 03,Legal Entity 2,2028,0.0240178566642729
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 2,2025,0.00249711670342958
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 2,2026,0.00247306969467257
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 2,2027,0.00247306969467257
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 2,2028,0.00247306969467257
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 1,2025,0.000607545288687858
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 1,2026,0.00060169468232361
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 1,2027,0.00060169468232361
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Belfast SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Belfast Solution,Product 03,Legal Entity 1,2028,0.00060169468232361
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 2,2025,0.0193623122950314
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 2,2026,0.0193301962439787
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 2,2027,0.0193301962439787
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 2,2028,0.0193301962439787
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 1,2025,0.00280838612922546
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 1,2026,0.00280372789053333
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 1,2027,0.00280372789053333
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Manchester SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Manchester Solution,Product 03,Legal Entity 1,2028,0.00280372789053333
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 03,Legal Entity 2,2025,0.00842890677840237
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 03,Legal Entity 2,2026,0.00842987359757584
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 03,Legal Entity 2,2027,0.00842987359757584
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Chester SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Chester Solution,Product 03,Legal Entity 2,2028,0.00842987359757584
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 2,2025,0.00672442171797697
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 2,2026,0.00668133010099468
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 2,2027,0.00668133010099468
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 2,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 2,2028,0.00668133010099468
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 1,2025,0.000359730763038863
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 1,2026,0.00035742552685533
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 1,2027,0.00035742552685533
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lancaster SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lancaster Solution,Product 03,Legal Entity 1,2028,0.00035742552685533
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Derby SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Derby Solution,Product 03,Legal Entity 1,2025,1.18571543372725e-05
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Derby SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Derby Solution,Product 03,Legal Entity 1,2026,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Derby SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Derby Solution,Product 03,Legal Entity 1,2027,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Derby SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Derby Solution,Product 03,Legal Entity 1,2028,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 03,Legal Entity 1,2025,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 03,Legal Entity 1,2026,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 03,Legal Entity 1,2027,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Sheffield SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Sheffield Solution,Product 03,Legal Entity 1,2028,0
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lincoln SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lincoln Solution,Product 03,Legal Entity 1,2025,0.000158044392650354
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lincoln SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lincoln Solution,Product 03,Legal Entity 1,2026,0.000156962510763198
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lincoln SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lincoln Solution,Product 03,Legal Entity 1,2027,0.000156962510763198
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Lincoln SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Lincoln Solution,Product 03,Legal Entity 1,2028,0.000156962510763198
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2025,0.00462168926735906
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2026,0.00457581626864854
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2027,0.00457581626864854
Platform 1Channel 1Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionAdmin & ManagedCoreLegal Entity 1,Platform 1,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2028,0.00457581626864854
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 01,Legal Entity 1,2025,0.00986553301603438
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 01,Legal Entity 1,2026,0.00960543597881664
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 01,Legal Entity 1,2027,0.00960543597881664
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 01,Legal Entity 1,2028,0.00960543597881664
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 01,Legal Entity 1,2025,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 01,Legal Entity 1,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 01,Legal Entity 1,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 01,Legal Entity 1,2028,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 01,Legal Entity 2,2025,0.0177117508433067
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 01,Legal Entity 2,2026,0.017804416216249
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 01,Legal Entity 2,2027,0.017804416216249
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 01,Legal Entity 2,2028,0.017804416216249
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 01,Legal Entity 2,2025,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 01,Legal Entity 2,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 01,Legal Entity 2,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 01,Legal Entity 2,2028,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2025,9.24171711103923e-05
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 01Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 01,Legal Entity 1,2028,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 04,Legal Entity 2,2025,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 04,Legal Entity 2,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 04,Legal Entity 2,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 04External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 04,Legal Entity 2,2028,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 02,Legal Entity 1,2025,0.175980777228409
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 02,Legal Entity 1,2026,0.176970410883178
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 02,Legal Entity 1,2027,0.176970410883178
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 02,Legal Entity 1,2028,0.176970410883178
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 02,Legal Entity 1,2025,0.055838454784899
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 02,Legal Entity 1,2026,0.0543663177367776
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 02,Legal Entity 1,2027,0.0543663177367776
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 02,Legal Entity 1,2028,0.0543663177367776
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 02,Legal Entity 2,2025,0.321902869553163
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 02,Legal Entity 2,2026,0.323587019794562
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 02,Legal Entity 2,2027,0.323587019794562
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 02External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 02,Legal Entity 2,2028,0.323587019794562
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 03,Legal Entity 1,2025,0.0376553763689293
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 03,Legal Entity 1,2026,0.037867132609154
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 03,Legal Entity 1,2027,0.037867132609154
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03London SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,London Solution,Product 03,Legal Entity 1,2028,0.037867132609154
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 03,Legal Entity 1,2025,0.0438380851162146
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 03,Legal Entity 1,2026,0.0426823283986105
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 03,Legal Entity 1,2027,0.0426823283986105
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Birmingham SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Birmingham Solution,Product 03,Legal Entity 1,2028,0.0426823283986105
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2025,0.0157201608058777
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2026,0.0157891536446797
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2027,0.0157891536446797
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Liverpool SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Liverpool Solution,Product 03,Legal Entity 1,2028,0.0157891536446797
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 03,Legal Entity 2,2025,0.133136176701631
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 03,Legal Entity 2,2026,0.133832726329916
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 03,Legal Entity 2,2027,0.133832726329916
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03External SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,External Solution,Product 03,Legal Entity 2,2028,0.133832726329916
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 03,Legal Entity 2,2025,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 03,Legal Entity 2,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 03,Legal Entity 2,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Southampton SolutionN/ACoreLegal Entity 2,Platform 2,Segment One,Southampton Solution,Product 03,Legal Entity 2,2028,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2025,0.00100734716510328
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2026,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2027,0
Platform 2Channel 2Segment OneSegment OneSegment OneRestrictedProduct 03Portsmouth SolutionManaged OnlyCoreLegal Entity 1,Platform 2,Segment One,Portsmouth Solution,Product 03,Legal Entity 1,2028,0
